GEO_ID,value,MarginOfError,state,county,tract,block group,variable_code,variable_name,variable_category,year_sample,sample_level,dataset,census_geom_year,TRPAID,NEIGHBORHOOD
060170302011,117.0,65,06,017,030201,1,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020112020,
060170302012,237.0,112,06,017,030201,2,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020122020,
060170302013,117.0,91,06,017,030201,3,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020132020,
060170302021,206.0,103,06,017,030202,1,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020212020,
060170302022,57.0,34,06,017,030202,2,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020222020,
060170302023,42.0,34,06,017,030202,3,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020232020,
060170303011,88.0,59,06,017,030301,1,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030112020,
060170303012,104.0,76,06,017,030301,2,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030122020,
060170303013,237.0,128,06,017,030301,3,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030132020,
060170303021,115.0,48,06,017,030302,1,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030212020,
060170303022,133.0,70,06,017,030302,2,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030222020,
060170303023,131.0,76,06,017,030302,3,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030232020,
060170303024,74.0,65,06,017,030302,4,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030242020,
060170304021,206.0,84,06,017,030402,1,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040212020,
060170304022,82.0,63,06,017,030402,2,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040222020,
060170304023,72.0,56,06,017,030402,3,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040232020,
060170304024,263.0,106,06,017,030402,4,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040242020,
060170304025,149.0,72,06,017,030402,5,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040252020,
060170304031,209.0,102,06,017,030403,1,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040312020,
060170304032,163.0,68,06,017,030403,2,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040322020,
060170304033,138.0,71,06,017,030403,3,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040332020,
060170304041,80.0,49,06,017,030404,1,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040412020,
060170304042,318.0,128,06,017,030404,2,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040422020,
060170304043,155.0,80,06,017,030404,3,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040432020,
060170305021,241.0,86,06,017,030502,1,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703050212020,
060170305022,197.0,77,06,017,030502,2,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703050222020,
060170305023,341.0,110,06,017,030502,3,B25009_002E,Total Owner Occupied Housholds,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703050232020,
