GEO_ID,value,MarginOfError,state,county,tract,block group,variable_code,variable_name,variable_category,year_sample,sample_level,dataset,census_geom_year,TRPAID,NEIGHBORHOOD
060170302011,51.0,51,06,017,030201,1,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020112020,
060170302012,110.0,63,06,017,030201,2,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020122020,
060170302013,39.0,38,06,017,030201,3,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020132020,
060170302021,97.0,83,06,017,030202,1,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020212020,
060170302022,14.0,18,06,017,030202,2,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020222020,
060170302023,22.0,21,06,017,030202,3,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020232020,
060170303011,27.0,42,06,017,030301,1,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030112020,
060170303012,46.0,58,06,017,030301,2,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030122020,
060170303013,77.0,63,06,017,030301,3,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030132020,
060170303021,22.0,25,06,017,030302,1,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030212020,
060170303022,24.0,24,06,017,030302,2,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030222020,
060170303023,66.0,61,06,017,030302,3,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030232020,
060170303024,11.0,16,06,017,030302,4,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030242020,
060170304021,56.0,54,06,017,030402,1,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040212020,
060170304022,15.0,19,06,017,030402,2,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040222020,
060170304023,34.0,40,06,017,030402,3,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040232020,
060170304024,49.0,40,06,017,030402,4,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040242020,
060170304025,84.0,61,06,017,030402,5,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040252020,
060170304031,60.0,51,06,017,030403,1,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040312020,
060170304032,88.0,48,06,017,030403,2,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040322020,
060170304033,80.0,61,06,017,030403,3,B25009_004E,Owner Occupied 2 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040332020,
