"State","Zip Code","Program","Participants"
"NV","89001","Student Secondary","1"
"NV","89002","Short-Term Scholar","1"
"NV","89002","Student Secondary","3"
"NV","89005","Student Secondary","5"
"NV","89011","Teacher","1"
"NV","89012","Au Pair","3"
"NV","89014","Student Secondary","4"
"NV","89015","Student Secondary","4"
"NV","89015","Teacher","1"
"NV","89019","Student Secondary","2"
"NV","89019","Summer Travel/Work","31"
"NV","89021","Au Pair","1"
"NV","89021","Student Secondary","5"
"NV","89027","Student Secondary","2"
"NV","89027","Summer Travel/Work","11"
"NV","89029","Summer Travel/Work","120"
"NV","89030","Teacher","10"
"NV","89031","Au Pair","1"
"NV","89031","Student Secondary","1"
"NV","89031","Teacher","15"
"NV","89032","Student Secondary","3"
"NV","89032","Teacher","9"
"NV","89042","Student Secondary","3"
"NV","89044","Au Pair","4"
"NV","89044","Teacher","1"
"NV","89049","Summer Travel/Work","5"
"NV","89049","Trainee","3"
"NV","89052","Au Pair","9"
"NV","89052","Intern","1"
"NV","89052","Student Secondary","6"
"NV","89052","Teacher","1"
"NV","89074","Au Pair","1"
"NV","89081","Teacher","1"
"NV","89084","Au Pair","1"
"NV","89084","Student Secondary","2"
"NV","89084","Teacher","4"
"NV","89086","Au Pair","1"
"NV","89101","Intern","1"
"NV","89101","Teacher","4"
"NV","89101","Trainee","1"
"NV","89102","Alien Physician","4"
"NV","89102","Intern","1"
"NV","89102","Student Secondary","2"
"NV","89103","Teacher","2"
"NV","89103","Trainee","3"
"NV","89104","Intern","3"
"NV","89104","Teacher","12"
"NV","89104","Trainee","4"
"NV","89106","Teacher","3"
"NV","89107","Intern","1"
"NV","89107","Teacher","9"
"NV","89108","Research Scholar","1"
"NV","89108","Teacher","1"
"NV","89109","Intern","23"
"NV","89109","Summer Travel/Work","43"
"NV","89109","Trainee","3"
"NV","89110","Student Secondary","2"
"NV","89110","Teacher","14"
"NV","89113","Au Pair","6"
"NV","89113","Intern","4"
"NV","89113","Student Secondary","4"
"NV","89113","Trainee","1"
"NV","89115","Specialist","1"
"NV","89115","Teacher","16"
"NV","89115","Trainee","1"
"NV","89117","Au Pair","7"
"NV","89117","Intern","2"
"NV","89117","Specialist","1"
"NV","89118","Intern","1"
"NV","89119","Specialist","1"
"NV","89119","Teacher","3"
"NV","89119","Trainee","4"
"NV","89120","Au Pair","1"
"NV","89120","Teacher","4"
"NV","89121","Student Secondary","3"
"NV","89121","Teacher","8"
"NV","89122","Teacher","5"
"NV","89123","Student Secondary","2"
"NV","89123","Teacher","2"
"NV","89129","Au Pair","1"
"NV","89129","Student Secondary","3"
"NV","89129","Teacher","2"
"NV","89130","Au Pair","1"
"NV","89131","Au Pair","2"
"NV","89131","Student Secondary","19"
"NV","89131","Teacher","1"
"NV","89134","Au Pair","5"
"NV","89135","Au Pair","5"
"NV","89138","Au Pair","7"
"NV","89138","Student Secondary","5"
"NV","89139","Au Pair","1"
"NV","89141","Au Pair","5"
"NV","89141","Student Secondary","5"
"NV","89142","Student Secondary","2"
"NV","89142","Teacher","10"
"NV","89143","Au Pair","1"
"NV","89144","Au Pair","3"
"NV","89144","Student Secondary","9"
"NV","89144","Teacher","1"
"NV","89145","Au Pair","1"
"NV","89146","Intern","1"
"NV","89146","Student Secondary","2"
"NV","89146","Summer Travel/Work","12"
"NV","89147","Au Pair","2"
"NV","89147","Student Secondary","1"
"NV","89147","Teacher","3"
"NV","89148","Au Pair","1"
"NV","89148","Teacher","1"
"NV","89149","Au Pair","2"
"NV","89149","Student Secondary","5"
"NV","89149","Teacher","1"
"NV","89154","Intern","1"
"NV","89154","Research Scholar","25"
"NV","89154","Short-Term Scholar","8"
"NV","89154","Student Doctorate","1"
"NV","89154","Student Intern","42"
"NV","89154","Student Non-Degree","4"
"NV","89156","Student Secondary","1"
"NV","89156","Teacher","6"
"NV","89166","Au Pair","3"
"NV","89169","Summer Travel/Work","4"
"NV","89169","Teacher","2"
"NV","89178","Au Pair","1"
"NV","89178","Teacher","1"
"NV","89183","Summer Travel/Work","12"
"NV","89183","Teacher","1"
"NV","89301","Intern","1"
"NV","89301","Student Secondary","5"
"NV","89317","Student Secondary","2"
"NV","89403","Student Secondary","1"
"NV","89406","Au Pair","1"
"NV","89406","Student Secondary","4"
"NV","89408","Student Secondary","3"
"NV","89411","Au Pair","1"
"NV","89413","Camp Counselor","1"
"NV","89415","Student Secondary","1"
"NV","89415","Teacher","3"
"NV","89419","Student Secondary","1"
"NV","89423","Intern","1"
"NV","89423","Student Secondary","3"
"NV","89423","Summer Travel/Work","3"
"NV","89429","Student Secondary","1"
"NV","89431","Summer Travel/Work","27"
"NV","89434","Student Secondary","2"
"NV","89436","Au Pair","2"
"NV","89437","Intern","4"
"NV","89437","Trainee","3"
"NV","89439","Au Pair","2"
"NV","89445","Student Secondary","2"
"NV","89447","Student Secondary","1"
"NV","89448","Au Pair","1"
"NV","89448","Student Secondary","1"
"NV","89448","Summer Travel/Work","117"
"NV","89449","Au Pair","2"
"NV","89449","Intern","30"
"NV","89449","Summer Travel/Work","414"
"NV","89449","Trainee","17"
"NV","89451","Au Pair","9"
"NV","89451","Intern","20"
"NV","89451","Student Secondary","1"
"NV","89451","Summer Travel/Work","193"
"NV","89451","Trainee","12"
"NV","89501","Intern","3"
"NV","89501","Summer Travel/Work","202"
"NV","89501","Trainee","7"
"NV","89502","Alien Physician","4"
"NV","89502","Intern","29"
"NV","89502","Summer Travel/Work","26"
"NV","89502","Teacher","2"
"NV","89502","Trainee","45"
"NV","89503","Government Visitor","8"
"NV","89503","International Visitor","38"
"NV","89503","Research Scholar","1"
"NV","89503","Student Non-Degree","44"
"NV","89506","Teacher","1"
"NV","89509","Au Pair","6"
"NV","89509","Intern","6"
"NV","89509","Student Secondary","2"
"NV","89509","Summer Travel/Work","1"
"NV","89509","Trainee","1"
"NV","89511","Au Pair","2"
"NV","89511","Intern","2"
"NV","89511","Student Secondary","2"
"NV","89511","Summer Travel/Work","1"
"NV","89511","Teacher","1"
"NV","89512","Au Pair","1"
"NV","89512","Student Intern","1"
"NV","89519","Au Pair","7"
"NV","89521","Au Pair","6"
"NV","89521","Student Secondary","2"
"NV","89523","Au Pair","2"
"NV","89557","Professor","1"
"NV","89557","Research Scholar","44"
"NV","89557","Short-Term Scholar","7"
"NV","89557","Specialist","1"
"NV","89557","Student Doctorate","1"
"NV","89557","Student Intern","12"
"NV","89557","Student Non-Degree","62"
"NV","89595","Intern","23"
"NV","89595","Summer Travel/Work","147"
"NV","89595","Trainee","13"
"NV","89701","Student Secondary","1"
"NV","89704","Au Pair","1"
"NV","89706","Au Pair","1"
"NV","89801","Student Secondary","5"
"NV","89815","Student Secondary","4"
"NV","89820","Student Secondary","3"
"NV","89822","Student Secondary","1"
"NV","89883","Teacher","1"
