"State","Zip Code","Program","Participants"
"NV","89102","Alien Physician","2"
"NV","89502","Alien Physician","8"
"NV","89557","Alien Physician","2"
"NV","89002","Au Pair","4"
"NV","89011","Au Pair","1"
"NV","89012","Au Pair","1"
"NV","89044","Au Pair","1"
"NV","89052","Au Pair","6"
"NV","89074","Au Pair","4"
"NV","89085","Au Pair","1"
"NV","89102","Au Pair","1"
"NV","89113","Au Pair","1"
"NV","89117","Au Pair","1"
"NV","89122","Au Pair","1"
"NV","89128","Au Pair","1"
"NV","89135","Au Pair","6"
"NV","89138","Au Pair","2"
"NV","89139","Au Pair","3"
"NV","89141","Au Pair","2"
"NV","89144","Au Pair","1"
"NV","89145","Au Pair","1"
"NV","89146","Au Pair","1"
"NV","89147","Au Pair","2"
"NV","89148","Au Pair","4"
"NV","89149","Au Pair","1"
"NV","89178","Au Pair","1"
"NV","89179","Au Pair","1"
"NV","89183","Au Pair","1"
"NV","89413","Au Pair","1"
"NV","89436","Au Pair","3"
"NV","89439","Au Pair","1"
"NV","89448","Au Pair","1"
"NV","89449","Au Pair","1"
"NV","89451","Au Pair","6"
"NV","89506","Au Pair","1"
"NV","89511","Au Pair","5"
"NV","89512","Au Pair","1"
"NV","89519","Au Pair","2"
"NV","89521","Au Pair","5"
"NV","89523","Au Pair","2"
"NV","89704","Au Pair","1"
"NV","89134","Camp Counselor","2"
"NV","89413","Camp Counselor","1"
"NV","89511","Camp Counselor","1"
"NV","89501","Government Visitor","5"
"NV","89503","Government Visitor","3"
"NV","89706","Intern","1"
"NV","89012","Intern","1"
"NV","89029","Intern","5"
"NV","89030","Intern","1"
"NV","89049","Intern","1"
"NV","89052","Intern","1"
"NV","89101","Intern","2"
"NV","89102","Intern","1"
"NV","89104","Intern","1"
"NV","89109","Intern","10"
"NV","89117","Intern","1"
"NV","89118","Intern","1"
"NV","89119","Intern","4"
"NV","89120","Intern","1"
"NV","89129","Intern","5"
"NV","89154","Intern","1"
"NV","89431","Intern","2"
"NV","89448","Intern","8"
"NV","89449","Intern","11"
"NV","89451","Intern","12"
"NV","89501","Intern","2"
"NV","89595","Intern","14"
"NV","89503","International Visitor","25"
"NV","89154","Professor","1"
"NV","89557","Professor","1"
"NV","89119","Research Scholar","3"
"NV","89154","Research Scholar","28"
"NV","89503","Research Scholar","1"
"NV","89512","Research Scholar","4"
"NV","89557","Research Scholar","42"
"NV","89119","Short-Term Scholar","1"
"NV","89154","Short-Term Scholar","18"
"NV","89503","Short-Term Scholar","1"
"NV","89512","Short-Term Scholar","2"
"NV","89557","Short-Term Scholar","28"
"NV","89117","Specialist","1"
"NV","89503","Specialist","10"
"NV","89557","Student Doctorate","3"
"NV","89154","Student Intern","94"
"NV","89557","Student Intern","5"
"NV","89557","Student Masters","1"
"NV","89154","Student Non-Degree","12"
"NV","89501","Student Non-Degree","2"
"NV","89503","Student Non-Degree","23"
"NV","89557","Student Non-Degree","55"
"NV","89001","Student Secondary","1"
"NV","89002","Student Secondary","5"
"NV","89005","Student Secondary","6"
"NV","89014","Student Secondary","5"
