"State","Zip Code","Program","Participants"
"CA","90001","Intern","3"
"CA","90004","Au Pair","4"
"CA","90004","Intern","2"
"CA","90004","Trainee","1"
"CA","90005","Intern","5"
"CA","90005","Student Intern","1"
"CA","90005","Trainee","4"
"CA","90006","Intern","4"
"CA","90006","Student Intern","1"
"CA","90006","Trainee","2"
"CA","90007","Intern","18"
"CA","90007","Research Scholar","2"
"CA","90007","Student Non-Degree","2"
"CA","90007","Trainee","2"
"CA","90008","Au Pair","3"
"CA","90010","Camp Counselor","11"
"CA","90010","Intern","37"
"CA","90010","International Visitor","10"
"CA","90010","Research Scholar","2"
"CA","90010","Student Intern","3"
"CA","90010","Student Masters","2"
"CA","90010","Trainee","7"
"CA","90011","Intern","12"
"CA","90011","Trainee","1"
"CA","90012","Intern","3"
"CA","90012","Specialist","1"
"CA","90013","Intern","7"
"CA","90013","Short-Term Scholar","2"
"CA","90013","Student Intern","1"
"CA","90013","Student Masters","3"
"CA","90013","Student Non-Degree","3"
"CA","90013","Trainee","3"
"CA","90014","Intern","1"
"CA","90014","Short-Term Scholar","2"
"CA","90015","Intern","11"
"CA","90015","Student Non-Degree","1"
"CA","90015","Summer Travel/Work","1"
"CA","90015","Trainee","8"
"CA","90016","Au Pair","1"
"CA","90016","Intern","6"
"CA","90016","Research Scholar","1"
"CA","90016","Trainee","1"
"CA","90017","Intern","4"
"CA","90017","Trainee","6"
"CA","90018","Au Pair","1"
"CA","90018","Trainee","1"
"CA","90019","Intern","2"
"CA","90019","Trainee","2"
"CA","90020","Au Pair","3"
"CA","90020","Intern","5"
"CA","90020","Trainee","3"
"CA","90021","Intern","22"
"CA","90021","Trainee","8"
"CA","90022","Intern","1"
"CA","90022","Trainee","2"
"CA","90023","Intern","10"
"CA","90023","Trainee","1"
"CA","90024","Alien Physician","1"
"CA","90024","Au Pair","4"
"CA","90024","Camp Counselor","68"
"CA","90024","Intern","3"
"CA","90024","Research Scholar","5"
"CA","90024","Short-Term Scholar","2"
"CA","90024","Specialist","1"
"CA","90024","Student Non-Degree","3"
"CA","90024","Teacher","1"
"CA","90024","Trainee","4"
"CA","90025","Au Pair","3"
"CA","90025","Intern","13"
"CA","90025","Trainee","2"
"CA","90026","Au Pair","2"
"CA","90026","Intern","8"
"CA","90026","Specialist","1"
"CA","90027","Alien Physician","2"
"CA","90027","Au Pair","1"
"CA","90027","Intern","3"
"CA","90027","Research Scholar","3"
"CA","90027","Short-Term Scholar","1"
"CA","90027","Student Masters","1"
"CA","90027","Student Secondary","2"
"CA","90027","Summer Travel/Work","1"
"CA","90027","Teacher","1"
"CA","90027","Trainee","6"
"CA","90028","Intern","10"
"CA","90028","Student Non-Degree","1"
"CA","90028","Summer Travel/Work","2"
"CA","90028","Teacher","1"
"CA","90028","Trainee","3"
"CA","90029","Intern","1"
"CA","90031","Trainee","1"
"CA","90032","Au Pair","1"
"CA","90032","Camp Counselor","9"
"CA","90032","Intern","2"
"CA","90032","Research Scholar","5"
"CA","90032","Short-Term Scholar","6"
"CA","90032","Student Non-Degree","56"
"CA","90033","Intern","1"
"CA","90033","Research Scholar","28"
"CA","90033","Short-Term Scholar","3"
"CA","90034","Au Pair","2"
"CA","90034","Intern","4"
"CA","90034","Summer Travel/Work","2"
"CA","90034","Teacher","6"
"CA","90034","Trainee","2"
"CA","90035","Au Pair","2"
"CA","90035","Intern","2"
"CA","90035","Student Intern","2"
"CA","90035","Teacher","2"
"CA","90035","Trainee","3"
"CA","90036","Au Pair","6"
"CA","90036","Camp Counselor","4"
"CA","90036","Research Scholar","1"
"CA","90036","Short-Term Scholar","2"
"CA","90036","Specialist","31"
"CA","90036","Trainee","4"
"CA","90037","Intern","10"
"CA","90038","Au Pair","1"
"CA","90038","Intern","1"
"CA","90038","Trainee","2"
"CA","90039","Au Pair","1"
"CA","90039","Trainee","1"
"CA","90040","Intern","25"
"CA","90040","Trainee","19"
"CA","90041","Au Pair","3"
"CA","90041","Intern","1"
"CA","90041","Research Scholar","4"
"CA","90042","Au Pair","2"
"CA","90042","Intern","1"
"CA","90043","Au Pair","5"
"CA","90045","Au Pair","4"
"CA","90045","Intern","26"
"CA","90045","Research Scholar","1"
"CA","90045","Short-Term Scholar","10"
"CA","90045","Student Masters","13"
"CA","90045","Student Non-Degree","14"
"CA","90045","Summer Travel/Work","6"
"CA","90045","Trainee","13"
"CA","90046","Au Pair","8"
"CA","90046","Intern","6"
"CA","90046","Trainee","4"
"CA","90048","Alien Physician","6"
"CA","90048","Au Pair","2"
"CA","90048","Intern","2"
"CA","90048","Research Scholar","89"
"CA","90048","Short-Term Scholar","4"
"CA","90048","Specialist","4"
"CA","90048","Trainee","7"
"CA","90049","Au Pair","20"
"CA","90049","Intern","18"
"CA","90049","Research Scholar","3"
"CA","90049","Short-Term Scholar","16"
"CA","90049","Student Bachelors","4"
"CA","90049","Summer Travel/Work","1"
"CA","90049","Trainee","16"
"CA","90056","Au Pair","2"
"CA","90057","Trainee","1"
"CA","90058","Intern","84"
"CA","90058","Student Intern","3"
"CA","90058","Trainee","13"
"CA","90059","Alien Physician","1"
"CA","90059","Intern","1"
"CA","90061","Intern","2"
"CA","90064","Au Pair","7"
"CA","90064","Intern","11"
"CA","90064","Research Scholar","1"
"CA","90065","Au Pair","3"
"CA","90065","Intern","5"
"CA","90065","Trainee","2"
"CA","90066","Au Pair","9"
"CA","90066","Intern","1"
"CA","90066","Teacher","1"
"CA","90066","Trainee","2"
"CA","90067","Intern","19"
"CA","90067","Research Scholar","1"
"CA","90067","Summer Travel/Work","2"
"CA","90067","Trainee","10"
"CA","90068","Au Pair","5"
"CA","90069","Au Pair","1"
"CA","90069","Intern","6"
"CA","90069","Research Scholar","11"
"CA","90069","Short-Term Scholar","1"
"CA","90069","Trainee","8"
"CA","90071","Intern","4"
"CA","90071","Trainee","11"
"CA","90077","Au Pair","5"
"CA","90077","Intern","1"
"CA","90077","Trainee","2"
"CA","90079","Intern","1"
"CA","90089","Alien Physician","1"
"CA","90089","Professor","1"
"CA","90089","Research Scholar","154"
"CA","90089","Short-Term Scholar","60"
"CA","90089","Specialist","29"
"CA","90089","Student Doctorate","6"
"CA","90089","Student Masters","32"
"CA","90089","Student Non-Degree","267"
"CA","90094","Au Pair","2"
"CA","90094","Intern","1"
"CA","90094","Short-Term Scholar","4"
"CA","90094","Student Non-Degree","1"
"CA","90095","Alien Physician","3"
"CA","90095","Professor","20"
"CA","90095","Research Scholar","372"
"CA","90095","Short-Term Scholar","181"
"CA","90095","Student Doctorate","10"
"CA","90095","Student Masters","11"
"CA","90095","Student Non-Degree","295"
"CA","90210","Au Pair","3"
"CA","90210","Intern","17"
"CA","90210","Trainee","4"
"CA","90211","Au Pair","2"
"CA","90211","Intern","3"
"CA","90211","Research Scholar","5"
"CA","90211","Trainee","1"
"CA","90212","Intern","8"
"CA","90212","Summer Travel/Work","1"
"CA","90212","Teacher","1"
"CA","90212","Trainee","1"
"CA","90220","Intern","28"
"CA","90220","Student Intern","1"
"CA","90220","Trainee","7"
"CA","90221","Intern","7"
"CA","90230","Au Pair","1"
"CA","90230","Intern","2"
"CA","90230","Trainee","2"
"CA","90232","Au Pair","1"
"CA","90232","Intern","4"
"CA","90232","Trainee","4"
"CA","90241","Au Pair","2"
"CA","90241","Student Secondary","2"
"CA","90241","Trainee","2"
"CA","90245","Au Pair","7"
"CA","90245","Intern","14"
"CA","90245","Short-Term Scholar","1"
"CA","90245","Trainee","7"
"CA","90248","Intern","49"
"CA","90248","Research Scholar","1"
"CA","90248","Trainee","7"
"CA","90249","Intern","5"
"CA","90249","Trainee","14"
"CA","90250","Au Pair","1"
"CA","90250","Intern","5"
"CA","90250","Trainee","1"
"CA","90254","Au Pair","6"
"CA","90254","Trainee","1"
"CA","90263","Research Scholar","8"
"CA","90263","Short-Term Scholar","4"
"CA","90263","Specialist","1"
"CA","90263","Student Masters","2"
"CA","90265","Au Pair","8"
"CA","90265","Short-Term Scholar","1"
"CA","90266","Au Pair","23"
"CA","90266","Intern","2"
"CA","90266","Student Secondary","3"
"CA","90266","Trainee","1"
"CA","90272","Au Pair","19"
"CA","90272","Intern","6"
"CA","90272","Short-Term Scholar","6"
"CA","90274","Au Pair","5"
"CA","90274","Student Secondary","6"
"CA","90275","Au Pair","9"
"CA","90275","Intern","23"
"CA","90275","Trainee","13"
"CA","90277","Au Pair","4"
"CA","90277","Intern","3"
"CA","90277","Student Secondary","4"
